<Trait>	Trait_1_H2_0.9	Trait_2_H2_0.9	Trait_3_H2_0.9	Trait_4_H2_0.9	Rep
X2901971	-39.9850534049136	-0.523339096916333	-30.1727981345605	0.0960498382730433	1
X2901972	-71.141700562748	-4.38640232929664	-43.2507635560099	-6.2328510339365	1
X2901973	8.9657873175861	-0.799323755948457	9.4550598402445	-10.3791118491516	1
X2901974	-18.9480408125123	-2.10254975784645	-3.04755429483479	-19.1846631863584	1
X2901975	-81.300799182517	-5.30049580271833	-73.7787436191588	-14.8191264022763	1
X2901976	-10.7467597001544	-4.6851637464354	-9.02908693357022	-2.77171969789773	1
X2901977	-87.479565156237	-3.69216324586992	-80.954008472964	-14.4035319538463	1
X2901978	-33.3916476084617	-4.46967833574432	-43.8399584415949	-4.24254908910485	1
X2901979	-13.9968748573955	-0.9066737742072	-16.4568336956009	-8.67808838887016	1
X2901980	-41.443426957261	-0.644956606803937	-40.3758620060793	-12.2388454321073	1
X2901981	-29.6036167848835	-0.835207035436659	-33.0493181645775	-13.1403028303799	1
X2901982	3.17877162864458	-0.934055806112632	8.3231777215154	-1.91305188482751	1
X2901983	-18.4248737277223	-1.74853995660319	-8.259504760116	0.810324504326345	1
X2901984	-17.0479517432645	-1.32272055501292	-25.0946739863725	0.307020108961416	1
X2901985	-76.2717871893455	-6.74160693993836	-69.7294929116237	-16.0346444106754	1
X2901986	-44.6585354559238	-3.8684042273108	-48.5261108483763	-3.31165360715516	1
X2901987	-16.3174080705426	-1.0912518999975	2.59565135504554	-1.93314130717965	1
X2901988	-51.1706898904948	-5.40475835582399	-38.8825241843511	-10.9158289600113	1
X2901989	-59.5095888084026	-4.83566299782687	-49.6793246666488	-10.6712660529657	1
X2901990	-64.8462945041548	-2.98923953422327	-42.4192065262559	-18.9740540593654	1
X2901991	-53.992469980476	0.216925109256104	-12.3122140520318	-9.17650272938218	1
X2901992	-14.1202250157708	-0.469271670360788	-18.9174509140201	-10.0597809160317	1
X2901993	1.24016460531528	2.62343687718847	-6.19682399103912	-0.962990301297282	1
X2901994	-9.96511022602461	2.04064735149187	3.31062443827857	1.22729421128818	1
X2901995	-19.8160647223053	2.23336222071674	-15.3472489217686	-2.71707121238476	1
X2901996	-96.1440007059336	-0.517934223968298	-69.6523755783034	-2.28267484800541	1
X2901997	-35.1739949805691	1.17274160234321	-14.8034371576075	-4.02273523573592	1
X2901998	-82.0008066588999	-0.853121148595472	-62.6593470067151	-2.21386007557383	1
X2901999	-19.4656108143851	1.8153816368913	-3.14412735793757	-5.55628203193153	1
X2902000	-127.130900131489	-0.986330559541948	-108.382987706039	-3.02806104140662	1
X2902001	-91.5294175699986	-1.20777827332041	-74.0959266412932	-5.55270632415732	1
X2902002	-4.00306303644326	3.41248627427673	-1.74533515518124	9.27151654951641	1
X2902003	-20.8731138536445	3.28543947939343	-39.5909788596272	3.72119371369375	1
X2902004	-55.3654744307399	0.0210391963172855	-65.3533881458019	2.79991694596733	1
X2902005	-12.257431084884	3.7756586591483	-16.920476387129	4.65196879701265	1
X2902006	-26.374916205173	2.44762630847695	-12.5401747301009	1.41100976250004	1
X2902007	-24.7251077178322	1.55099412107544	7.03809229427085	0.301248328994689	1
X2902008	-6.03461429123441	1.85431078008874	-32.4202268466054	0.259682332791362	1
X2902009	-6.12027512096723	2.69852987263177	-12.4431855828988	-3.26357604379579	1
X2902010	-4.54998467965612	2.5048048936489	-4.6377480620969	-1.76308978406321	1
X2902011	-61.0053686867326	-1.43530601200664	-50.8537511823301	-13.2158168238391	1
X2902012	-88.3184859601299	0.0459707462238458	-61.3544619470971	3.03358774667598	1
X2902013	-92.3535988104712	2.32740815900033	-82.6845897407916	-1.15520239515735	1
X2902014	-70.6560375683264	-0.980034213584311	-77.6017974197901	-12.2008262009868	1
X2902015	-44.6318483090924	0.238561689941872	-48.6250234840081	-7.47560638494522	1
X2902016	-57.3097930646641	0.801610344575581	-73.439620359916	6.47633973100586	1
X2902017	-18.1066317658396	5.28273381638418	-55.6953339463384	-1.01769266549033	1
X2902018	-56.1593521258123	2.45623852544482	-65.4698501326596	1.18026789750076	1
X2902019	109.844795672885	1.36431484396327	100.299236812062	1.98282670860866	1
X2902020	86.4535748736168	2.91567112003057	55.8949368846534	1.52399576837919	1
X2902021	19.9410255265391	0.335442166297697	22.2581514635516	4.89719821121904	1
X2902022	7.19431050571644	-0.103880697479872	6.05662410659708	-6.02488129421275	1
X2902023	78.4263445753092	1.45469428021839	75.4285403364418	-2.68842180171269	1
X2902024	100.504356943267	2.58196279525609	52.3880695006851	3.18160895417788	1
X2902025	49.6230900528626	1.72131345626865	56.3424983089821	4.82702825357718	1
X2902026	-40.7274619906344	-0.128174225918368	-39.7117182140702	-7.49309465625881	1
X2902027	-7.42662807261231	0.348195566817906	-7.76890830658383	-3.22588155375978	1
X2902028	20.7869947897303	2.87680166544926	11.136040950084	7.78614703786492	1
X2902029	30.8602092549446	-0.490379303824183	6.89078351364388	-6.60914775751597	1
X2902030	10.2032642730042	-0.725194375272146	53.6119315806268	-6.00538529559193	1
X2902031	56.3737885597059	-0.807229465993605	36.0358600422661	-0.289741412731999	1
X2902032	48.4409037659265	2.911676966335	28.7721310560704	-3.37423117272038	1
X2902033	-4.63689235409212	3.35544979016874	-10.7235335693359	2.77056990021356	1
X2902034	93.3485734123875	0.395351000799166	88.3392287715699	4.20165071522568	1
X2902035	53.6456622092405	4.59539943602177	38.6220880860915	3.0924115237644	1
X2902036	53.3617522170826	0.788956710571266	85.895275532758	-4.23117663292545	1
X2902037	82.3401793068884	3.07597499206042	62.0407112302078	-0.207759511720116	1
X2902038	77.3105777785908	-0.00129176984373125	64.841776865048	5.21667304046146	1
X2902039	60.3696990664023	2.42282678946045	42.7794694738284	-0.637327198462231	1
X2902040	42.7761668002271	3.06508249012051	-3.72704867895488	2.63809750412731	1
X2902041	66.5539050256075	0.944299076063649	101.870885759367	4.25851817061737	1
X2902042	-5.28526468884615	0.0335818012192776	18.1412615284688	-2.7044908111246	1
X2902043	11.5076588404297	0.581159470325984	15.6457606016229	-3.55110308125077	1
X2902044	-15.2666149120425	1.95494739845009	-0.461812907137444	6.81470570253571	1
X2902045	53.6116546400006	4.19806208549923	42.4600659113301	2.58481163175092	1
X2902046	-55.7083301643874	-0.342058561611734	-40.4286563893351	-4.50849834172856	1
X2902047	-17.9763329289111	2.51676557648028	-39.5818268646113	-0.164755053245764	1
X2902048	-27.6213419561862	2.29467343845751	-63.0802699916455	-7.85127311128485	1
X2902049	-29.201420302754	2.40242352329916	-23.5499887071211	5.97793484329206	1
X2902050	-65.6903817565493	0.0881187363045793	-33.5487761674047	-8.88543790694123	1
X2902051	-75.7412442399022	-2.00792020863823	-82.0395465471843	-6.74859596192267	1
X2902052	-54.9305169625849	2.37022316398845	-56.554059007144	3.38898985391768	1
X2902053	14.3125660799783	1.83654188575727	30.7074038962588	-3.70631235410191	1
X2902054	22.8947522457761	1.0534348674484	-34.5244289497545	2.10797806375366	1
X2902055	-37.1537656852356	3.18589588184955	-39.3904407983021	1.95646250891379	1
X2902056	-19.6857548330113	1.82609446364684	-56.3714918041832	11.2252801376972	1
X2902057	1.11587319436985	2.77353467214108	-1.96715370310792	3.81401388967948	1
X2902058	4.10245965971963	-0.716424630060248	1.87443236518499	-12.9868848424385	1
X2902059	-11.0783432633897	-2.05119088916328	-6.79917188255593	-9.46307370523219	1
X2902060	-22.2229176555707	-0.037733310813544	2.36634925042868	-3.41580491992911	1
X2902061	3.99216522893114	-1.05291059504971	5.80740235429035	-11.2805101205285	1
X2902062	6.17667532827033	-0.0504062334397007	28.5711966931726	-5.15280511792851	1
X2902063	51.1400954257833	2.50515649291971	14.3056047067195	3.71546170472705	1
X2902064	-2.31957143181247	0.180900237409323	-15.7999090399808	-3.43710408825134	1
X2902065	5.03735599109178	-1.62963558634596	12.0871720542541	-13.4521373551382	1
X2902066	20.2154564749051	2.54494721074778	30.4966867038686	-5.35643724366226	1
X2902067	-15.9063051320711	1.79511882080511	-26.4390950663575	7.19337235438118	1
X2902068	96.1368100127923	-0.0179573605976516	66.8849668422876	-5.36540919135964	1
X2902069	-11.361513882761	1.18071996469838	13.728719359342	-0.168855751117741	1
X2902070	45.1443307485575	2.59813665742763	52.7985966237815	-4.60255723784731	1
X2902071	73.124851960651	1.74001611547954	13.3965002171194	1.34301665941578	1
X2902072	60.6583688744026	-1.37676786933612	67.7495537445863	-3.52181983635562	1
X2902073	88.4069440176322	3.71389995092981	112.923702723499	-0.205029360660365	1
X2902074	89.4073806831449	2.40192502234307	80.4392352993148	1.24101537251595	1
X2902075	53.8761015433705	-1.75816781042905	67.7141251254328	-14.542575512785	1
X2902076	40.5426742977628	1.98713310745959	56.1256709632378	15.1274960835772	1
X2902077	23.4400914020234	1.96384255969245	4.36624488011521	3.8733537040524	1
X2902078	18.3126773740477	1.35087886424012	23.5128330326853	1.84618449984185	1
X2902079	-5.50405960352067	-0.79659040537985	32.3547942931145	5.24649714119318	1
X2902080	87.3468201059907	1.95400188142127	81.0171341472731	0.829969234079864	1
X2902081	77.0033887072588	0.806303370991817	89.4306664016085	-5.43405289793509	1
X2902082	75.0328347175579	-0.315779712693664	76.6503062310609	4.0775698453762	1
X2902083	27.5256383759569	1.05133170399015	-30.179159077759	3.20399630168347	1
X2902084	29.5109353278702	1.85725152298996	16.2644035737537	9.52358811438362	1
X2902085	18.2817087127341	2.22563655065028	-6.17875302157795	9.62280272382712	1
X2902086	54.9251077169809	1.90743247615194	46.3703945366693	4.26539167465829	1
X2902087	21.9366563242948	-0.326578994675574	40.8750199889344	-7.69399992954251	1
X2902088	63.6975550297911	2.75972044221955	37.5229293050354	-0.659005779755807	1
X2902089	25.6531499010486	0.73298579349072	18.821978717888	-7.16136495520762	1
X2902090	63.8644801707843	1.1563634755326	17.2445439818837	3.08517237447342	1
X2902091	-91.637685559014	-1.4951576417201	-79.8256773923504	-2.08255762305719	1
X2902092	-115.010534277075	0.567071942988037	-89.4911161891756	-5.65195677396751	1
X2902093	-104.17361975017	1.34409248922473	-78.9565852274336	-9.50701870011811	1
X2902094	-18.6617348334161	-0.822796278947041	-21.6299404153399	-8.41193257034903	1
X2902095	-40.13621619453	1.74832699297886	-21.4632544958764	-3.28666525111976	1
X2902096	-79.0944682222245	-2.53862050014495	-57.4225547383537	-4.00267060247764	1
X2902097	-64.824394049646	-1.98752829909728	-35.0784912889988	-2.85410482248862	1
X2902098	-75.1081007682576	1.31467416253116	-73.0695214097906	-4.89922748110588	1
X2902099	-87.0503392602184	-1.31642888922079	-105.062654585564	2.06724867391176	1
X2902100	21.1423793357227	3.2735408417171	-7.88127109007183	0.503123599867139	1
X2902101	5.00927642817352	2.37517673928135	-18.5603528208687	4.56727222361979	1
X2902102	-91.7542217179202	2.99880487504717	-79.1597174770155	5.34570884505861	1
X2902103	-89.8787476150229	-0.504744974242785	-55.8656980322658	-11.7292049317197	1
X2902104	-63.0432644999444	2.59335901088222	-65.1525321396167	2.71885192051808	1
X2902105	-71.1136169386035	3.25952795043382	-92.0990851991106	-4.04172019124347	1
X2902106	-90.3483586921452	0.434166615552231	-106.286721785543	-0.875944976644593	1
X2902107	-16.9713580985609	4.23983410140373	-43.999776039745	10.3881262322237	1
X2902108	-75.230889957985	0.417980635182638	-59.7034656963943	1.38734980784524	1
X2902109	-32.4649317224193	2.83272864392096	-28.0787086905	4.77025764808419	1
X2902110	-53.5144492307265	-1.51190006676023	-55.7617618251261	-7.92152835147798	1
X2902111	72.9334360161495	2.35052917538732	18.3028935694787	3.87054462291945	1
X2902112	109.598871480302	-0.86686326068775	83.8468154724886	6.64161266335917	1
X2902113	96.7235151894596	1.46784000404344	66.8590062487193	2.06337121369142	1
X2902114	90.1648236923009	2.04677003481107	49.7755144723615	12.5320974682317	1
X2902115	82.6586680216219	0.784910952111422	70.8467547645194	1.08801152810845	1
X2902116	70.5665670084206	3.94207601795372	42.0617968830725	12.5922061864105	1
X2902117	22.4825467697328	0.693292140757173	7.84633595910186	0.439381664086717	1
X2902118	78.102688136312	3.79846313982546	38.0299155691454	9.59151055811743	1
X2902119	11.776558357413	-0.565516231864896	6.88562865068397	3.70184493150109	1
X2902120	7.58535031802689	-2.60476616066676	41.6905070493384	-7.33214944189345	1
X2902121	46.8332280577213	1.95202379709088	56.7575736398592	1.29936746771822	1
X2902122	20.8803006268956	0.226261223385178	-14.7877108197176	8.97430340587105	1
X2902123	57.7567515717364	3.18016225116275	34.5161550833066	9.45704495453796	1
X2902124	40.2149422045351	2.0145319668099	16.7169181131711	-4.43106730723241	1
X2902125	60.5003825004426	4.21485836851355	29.4507964487239	12.8055168600958	1
X2902126	-1.21359425986834	3.87688712030951	-11.5280234185519	3.86496476389283	1
X2902127	25.6679113669902	-1.34373761778644	13.661133230089	5.0644657783818	1
X2902128	-4.78765484776013	-0.27693714705978	12.948909436407	-1.64533165296048	1
