<Trait>	Trait_1_H2_0.9	Trait_2_H2_0.9	Trait_3_H2_0.9	Trait_4_H2_0.9	Rep
X2900851	7.24898115805127	-3.0615614322998	24.3260469182241	-6.85094433849153	1
X2900852	15.5118322546	-0.464254683457085	24.0073857409274	-0.901444795260885	1
X2900853	12.9372943715033	-2.11849982644679	14.7605671092143	-5.93109445203669	1
X2900854	75.0343781889507	1.19098236183516	68.5466155884437	3.0060807347986	1
X2900855	17.4920712495302	-3.96953340403728	32.1269758797404	-17.1372003334199	1
X2900856	60.591181203797	0.32394236347203	65.4219146649466	-7.8244672782731	1
X2900857	-3.28469594993034	-2.31875149441028	8.62984051600952	-15.7426386897388	1
X2900858	-5.36262513617933	-3.5417186847419	-3.22208440002458	-9.3469102917236	1
X2900859	42.7532808873647	-2.51395636316168	48.0241180394039	-8.97164409173181	1
X2900860	-0.612417421298185	-0.192867090552127	-5.27028881132629	-1.78682742176418	1
X2900861	29.2609436840142	-3.83898736845419	23.9695171689847	0.530125823347256	1
X2900862	-2.01196785464124	-1.74109610427142	2.84071747015683	0.294548914552052	1
X2900863	47.8693858901748	0.0216212268755635	58.5649730868896	-5.04053944959435	1
X2900864	-0.253342046772072	-1.40185659772981	4.2834705849283	-7.96747503151489	1
X2900865	17.8975508184799	-2.59282461854968	17.3360052369152	-6.39370679080062	1
X2900866	29.5050473015086	0.276898676768841	23.5063492769428	-0.0729124143126301	1
X2900867	12.1630442410122	-2.24684558375971	33.548674581353	-10.7518969121092	1
X2900868	0.862118295930643	-3.35703239813043	8.77800236708865	-6.31458425347396	1
X2900869	-43.7858319494388	-0.064517854002172	-39.1232748409505	-8.85859319566179	1
X2900870	47.8876090727757	2.84184998423822	38.4546488779624	6.92927637636146	1
X2900871	18.5666263174195	0.944561265527817	38.3733467558825	-2.94965900595578	1
X2900872	1.77105274756502	-2.44644012560099	3.54202042767183	-7.6983641720905	1
X2900873	18.7077396249787	2.78758265294261	14.2009916942513	-1.77403142275525	1
X2900874	33.3348972617349	0.819750192136933	37.8581536736432	3.39525656075203	1
X2900875	8.74954145493291	0.378537333440771	18.8077617105362	-9.62811241182147	1
X2900876	33.4565982249926	-1.23038152351254	45.3696473056572	1.8361009052432	1
X2900877	-33.7174507009508	1.59810206722217	-27.5148410493627	0.173257227838641	1
X2900878	23.9121231117263	1.18109416975385	42.505079622647	-9.73640702508354	1
X2900879	-10.1739023742549	1.22112264403429	-8.80609278717972	3.00560618006903	1
X2900880	6.43735993254468	0.55147223305093	18.9074583811722	-7.6790398240754	1
X2900881	48.3460777334578	-4.32922239175709	58.2813194182288	-1.05366410389736	1
X2900882	-7.94509710682779	-0.375123105498633	9.50675820200407	-7.60924326839459	1
X2900883	-5.53497105177904	1.05833980816412	-1.74342315476358	-12.2250834323059	1
X2900884	33.5797221208653	0.500970242619798	29.7744257073007	2.42367776379241	1
X2900885	0.653697485910444	1.4168743896153	-3.01906522313475	2.97888356451278	1
X2900886	20.201363422104	0.569431118885863	25.6286868752954	5.25446035835799	1
X2900887	-9.88266036436193	-0.229299196774137	4.21856634239235	5.75631926489571	1
X2900888	30.1309666447925	2.4537625017821	3.02357062256872	12.5585025544352	1
X2900889	32.9582903711852	0.752935983799222	37.4005946874161	-8.36750726003871	1
X2900890	32.2957633448687	-2.58873013164729	45.5424880322285	-9.56791036287081	1
X2900891	20.1831716926212	0.223102327141142	6.72417349105444	10.6920491320145	1
X2900892	18.8088973273395	1.30647271422206	27.0123200963696	8.70487090875103	1
X2900893	0.538427100087628	0.262363402464233	-4.58653002220688	10.2439235099663	1
X2900894	-6.04328292545279	0.635014923950903	-15.4076854221588	-2.80704060642529	1
X2900895	43.8224635304573	2.08088374628332	33.2686616003561	4.28328560070724	1
X2900896	-33.6967348015408	-0.612579085774513	-38.531704574311	1.41727633391129	1
X2900897	0.2396534217744	2.53942801883003	-21.7966063341605	-0.636911243913778	1
X2900898	-14.3611721002918	0.45151807849656	-13.4496760165	-3.96020028231787	1
X2900899	10.2912808124285	-0.108447172879673	12.7783277543175	-4.17225876350127	1
X2900900	39.5278762412759	0.504596732203815	29.0125361091326	-1.70141543072607	1
X2900901	18.6637993023748	0.137383579129407	13.292577614469	11.1622532583837	1
X2900902	14.4010550997768	-0.048894415103983	19.0198827368672	-9.4202445122415	1
X2900903	31.7686429243605	0.901703429018976	25.5892099547493	2.84814258783213	1
X2900904	53.7357407292802	-1.03825935046916	41.6829457511337	-8.09220075657398	1
X2900905	-1.87559680195308	-0.368927892626272	8.60617403650471	-3.08253330651366	1
X2900906	17.2521075287742	-0.277751119678365	15.9824211398736	-3.83636583947862	1
X2900907	50.2465329400129	-0.557748162859577	55.6402264513031	-6.95032087176688	1
X2900908	9.67592755578827	-1.18343594469501	11.6365125918488	0.267872769659902	1
X2900909	49.3988155729675	-1.17106176354627	31.1839356055417	3.56283111144312	1
X2900910	-24.4138809262954	-0.372465321026544	2.91107483927291	-8.10897236105794	1
X2900911	-0.846635938391664	0.404887933183279	-12.6488606821729	-0.255966063993887	1
X2900912	-8.81963601212415	-0.478044866940949	-18.4307348977858	-1.45740251911086	1
X2900913	54.7141239259203	-0.463760389302458	55.2750336360926	0.0939265187829621	1
X2900914	59.9734105053621	-3.26677936376025	74.2052836633229	-10.260030866302	1
X2900915	17.5189649824829	-0.904720474810787	17.8011916921253	-3.17404987124375	1
X2900916	7.67634033638828	0.539143329564263	24.7842497527382	-3.66814076741024	1
X2900917	4.30171680803583	0.621839149548571	0.404043976502971	-3.91232676119434	1
X2900918	-20.0998950068165	-1.88426703108651	-13.8429796707447	-7.21374695638272	1
X2900919	-9.24473228913818	-3.37143924350768	-2.384686751845	-13.2157905757519	1
X2900920	2.76820854758771	0.877680803658875	-18.1326565801337	-3.25700804770024	1
X2900921	-7.28298804629197	1.30656712001314	12.8661234655436	1.55290957130095	1
X2900922	10.076984246771	-1.40189520113657	25.9463737904429	-3.54437426565297	1
X2900923	15.5352978411712	-0.563842077929456	15.8063523531358	1.08222153829044	1
X2900924	-6.51466738081692	-1.67907886605286	0.119995048597249	8.74035434605746	1
X2900925	24.8127862787349	0.258543667377845	24.5125218892131	-3.16143240766009	1
X2900926	16.0370808807756	-2.10937436345852	25.1747429665286	-2.24705446315612	1
X2900927	-32.2248708759084	0.619997925610581	-51.8452442985469	9.15267208525045	1
X2900928	27.8435559705209	-1.83154905863228	8.34057921702503	-0.878445290484421	1
X2900929	20.210481426889	-2.95046247536708	31.5307034190516	-1.03245919031008	1
X2900930	11.9666196767491	-0.312211943586284	26.9780332230594	-6.73422737969246	1
X2900931	14.8128068958554	-1.45309320779012	8.43858674108702	0.17341818728968	1
X2900932	-8.84597188968886	-1.24157078595516	-16.142217097719	9.88295269677423	1
X2900933	28.9388843847611	0.122498589969523	43.9140748535571	-5.85181231423994	1
X2900934	23.5559840493012	-0.652818441180054	-7.90065216806338	4.69114502283331	1
