<Trait>	Trait_1_H2_1	Trait_2_H2_1	Trait_3_H2_1	Trait_4_H2_1	Rep
X2901971	-44.5906171150241	-1.13466685460404	-39.9683827845757	-3.4875674758444	1
X2901972	-51.2620438626611	-3.97650493252922	-44.0775765978771	-3.20796233225465	1
X2901973	6.06571931368555	-0.818554774279103	16.3342942184535	-9.45002013048893	1
X2901974	-25.7199454417499	-3.12978438619474	-3.12425197968276	-19.4659090758724	1
X2901975	-96.9358763702562	-4.93372349364876	-78.215892802068	-13.7862600745396	1
X2901976	-33.2678745324648	-3.97650493252922	-29.0010186904314	-0.290350909504242	1
X2901977	-76.1482967270795	-4.92912658852135	-54.0107952000658	-17.2083749384924	1
X2901978	-44.5464652641598	-4.16673520422352	-37.735065959794	-2.64466410014235	1
X2901979	-35.8174364202173	-0.435749745926265	-29.0323309094109	-6.34935576488013	1
X2901980	-58.7520610557159	-0.792820447290274	-48.8767298039259	-9.08251080449982	1
X2901981	-40.6705925720446	-0.605924498459699	-25.5317071623562	-14.5329609112287	1
X2901982	-0.801724579248526	-1.15927929431646	6.85668189859729	-6.49912718352935	1
X2901983	-23.513064001546	-1.82362796192945	-22.4127262305011	0.723290190884652	1
X2901984	-17.7214083861503	-1.64805682167282	-15.7961785172304	-0.277173047247149	1
X2901985	-84.3424923049577	-4.93372349364876	-64.95669287733	-14.4520759339789	1
X2901986	-49.2775483336483	-4.32996731683627	-41.4313506010678	-3.51623041574439	1
X2901987	2.44991392814346	-1.64805682167282	7.69327421575834	-3.59530346594207	1
X2901988	-60.9167952440757	-4.93372349364876	-45.3412112410797	-10.6418605093473	1
X2901989	-55.9705534099096	-4.39510717005482	-42.707479383468	-8.86796685638686	1
X2901990	-67.8625760694578	-3.12978438619474	-46.2057193533805	-18.5270723298825	1
X2901991	-34.0625912501205	-0.818554774279103	-22.8228735675253	-10.4211629083162	1
X2901992	-36.7849724465993	-0.605924498459699	-29.620108376204	-6.55893957193548	1
X2901993	7.49918998664466	1.26483996476604	7.30039440715277	-1.06604438527416	1
X2901994	3.11001058859558	1.79525837919786	0.729599182205722	0.585153027192004	1
X2901995	-10.7326941903903	1.94773128637776	-12.1275631431625	-0.55286233360553	1
X2901996	-82.162473906649	-0.86490693452069	-78.9918642260303	-2.30570274609816	1
X2901997	-18.7445216687825	1.79525837919786	-18.2927893546035	-2.24699069337691	1
X2901998	-77.2348569834756	-1.1784983122941	-71.0612588455336	-4.99509982564781	1
X2901999	-0.176393580548165	1.79525837919786	3.21384589176259	-5.18549785150861	1
X2902000	-89.9268403616139	-0.86490693452069	-86.7356735323455	-2.32625989474765	1
X2902001	-89.8768760872574	-0.085851422102163	-87.4071888338532	-2.38383583130215	1
X2902002	-1.63966580458694	2.69143344728496	-10.959999550783	6.62890029891118	1
X2902003	-17.18623637831	3.12790258986385	-25.2272109133834	4.91307194520955	1
X2902004	-70.4562236739579	-0.085851422102163	-67.8103749410912	-2.55999731076447	1
X2902005	-5.60848565125849	3.12790258986385	-16.0694820495145	7.33309380839213	1
X2902006	-30.9044621671595	1.79525837919786	-32.2019736699219	-0.497746876435472	1
X2902007	-16.9972639987739	1.26604592363397	-15.9321935093485	-2.33111641305939	1
X2902008	-22.3815225190549	1.3068953437636	-22.8442363591418	-0.844181503676724	1
