<Trait>	Heritability_0.9_Rep_1
X3701	33.5279921930806
X3702	32.0113969263964
X3703	37.5133834091029
X3704	38.4532907747699
X3705	30.5552864810782
X3706	41.8195264056975
X3707	8.04947494051671
X3708	-0.606110682771417
X3709	-16.3513996929765
X3710	30.5187041732095
X3711	18.7643550612792
X3712	-20.7156100289095
X3713	41.8800192169076
X3714	-4.3312896557808
X3715	-28.8469902151761
X3716	15.2106276092482
X3717	-5.38550571624041
X3718	37.6830867822389
X3719	-12.8279427876824
X3720	35.0724219221617
X3721	-14.8999799489189
X3722	27.6235049622903
X3723	32.7184952608304
X3724	9.83725233000834
X3725	21.574087458394
X3726	3.45940274354646
X3727	20.5397852764155
X3728	32.9065132592166
X3729	13.9473875456248
X3730	26.7367827899936
X3731	21.8084000357433
X3732	27.3004184328634
X3733	26.5579768040677
X3734	22.681648158415
X3735	10.6998435390769
X3736	-20.7751423331765
X3737	-15.247960902287
X3738	4.71518165661915
X3739	-28.0081534871981
X3740	-0.609093961852848
X3741	-12.0308289547214
X3742	-16.7864306264818
X3743	9.91911725227016
X3744	-5.61923130443794
X3745	-15.4774163434678
X3746	-12.9050943472198
X3747	0.704579676147016
X3748	-18.9932732777645
X3749	-21.4139443289133
X3750	-22.2217024778605
X3751	-5.64979171305421
X3752	-6.73436902722999
X3753	-13.4082831002949
X3754	-31.9076047785175
X3755	-10.2301067049362
X3756	-9.56885293711188
X3757	-18.2454485525839
X3758	-21.1071479854644
X3759	2.51543844584136
X3760	-13.2425870236859
X3761	52.212478821704
X3762	16.9608575275458
X3763	17.6343947000239
X3764	-3.78399655741229
X3765	16.4514873644741
X3766	3.92539899034727
X3767	-22.0581340818804
X3768	35.3601752082008
X3769	9.8808978620611
X3770	-16.5885892560719
X3771	13.6781062395031
X3772	6.7041540769575
X3773	8.79544429903238
X3774	0.131378742317016
X3775	13.2160063982356
X3776	-7.6064218018358
X3777	9.24941079438191
X3778	19.5943579979491
X3779	3.09693442224443
X3780	13.9526809614039
X3781	0.453257300696697
X3782	28.8497045598482
X3783	-1.03496552434718
X3784	-15.0440312976458
X3785	-2.09775897932983
X3786	-5.52763502874675
X3787	-12.7045869247752
X3788	9.09734577430593
X3789	3.5791603843462
X3790	7.98884691522668
X3791	-8.87945624253186
X3792	13.8399499845831
X3793	40.4632225193469
X3794	14.2905967429062
X3795	18.8718846472687
X3796	-15.1813629815329
X3797	32.2810087077566
X3798	22.5644555025644
X3799	16.1239655513948
X3800	-6.37966611729727
X3801	-15.4814925580505
X3802	-31.9765895672175
X3803	-33.0193109712728
X3804	-10.3745802258082
X3805	-4.85577644630518
X3806	-3.59901565850466
X3807	-8.55932213835522
X3808	-36.8008931382492
X3809	-30.6402206256576
X3810	-7.03560879432575
X3811	9.55920068113251
X3812	9.21927571369567
X3813	40.4266209949243
X3814	2.33656723007054
X3815	-13.6330949192015
X3816	18.4680349091198
X3817	27.6110359296524
X3818	4.92819295623365
X3819	-8.91938586121158
X3820	14.6512622074647
X3821	-27.8918270717544
X3822	0.016081884398585
X3823	-25.8578729273068
X3824	-17.2512581805289
X3825	-14.8197465036986
X3826	18.8101037689981
X3827	-20.9443104504618
X3828	-19.0270205274424
X3829	-5.11633111229834
X3830	-20.0779578141896
X3831	13.5784801381381
X3832	-36.3435737606154
X3833	-12.8764785141308
X3834	-6.94710018243837
X3835	-14.5923365000829
X3836	22.7239098310654
X3837	-16.2243343762991
X3838	-3.1725908252241
X3839	0.650860021257135
X3840	-25.3170387843134
X3841	9.76529185580352
X3842	-10.6983547310639
X3843	-30.7951144856686
X3844	-7.59971235574046
X3845	-25.4855913403623
X3846	-8.3030879181019
X3847	-9.0633411470245
X3848	-2.19988819278782
X3849	-21.3731622102689
X3850	-7.1850792558261
X3851	-3.80598122459584
X3852	-17.4302858819106
X3853	22.2194984027374
X3854	0.588481807762475
X3855	-10.6006587496466
X3856	-35.2385088410286
X3857	-11.152694776336
X3858	-16.5087085133199
X3859	3.77988120184939
X3860	-24.8129510934389
X3861	-38.8422129758707
X3862	3.78088355011964
X3863	-8.843764477152
X3864	-19.6272623982502
X3865	3.31794759491299
X3866	3.44199132569244
X3867	4.6962296535375
X3868	-26.032411001303
X3869	-17.848177977365
X3870	-7.10962242242897
X3871	0.566723692979585
X3872	-24.3701798449262
X3873	10.3598265974609
X3874	6.99046177832688
X3875	22.3423950060334
X3876	29.3601630561321
X3877	-13.0042085162349
X3878	-21.0590973262715
X3879	-9.33752614309588
X3880	-36.8082810150054
X3881	-7.82161389815597
X3882	5.06609755934545
X3883	19.4667483155318
X3884	-25.0540869659916
X3885	8.26210631182426
X3886	6.34784056642817
X3887	20.1208067667406
X3888	-22.9716421002416
X3889	-56.637729418122
X3890	-1.18073054687298
X3891	-26.0045433856687
X3892	-14.8276762163702
X3893	1.33234492644425
X3894	12.5654872018579
X3895	-7.69849492382214
X3896	-5.5747793694433
X3897	-32.0932740604984
X3898	15.6196029395688
X3899	0.779657194695512
X3900	-5.86754854641826
