<Trait>	Trait_1_H2_0.9	Trait_2_H2_0.9	Trait_3_H2_0.9	Trait_4_H2_0.9	Rep
X2909811	26.3512565420998	0.748293492972166	36.0509996173249	-4.98848114635508	1
X2909812	28.4901074840649	2.61235854939144	30.4360590738363	1.0035290442045	1
X2909813	4.83507156444608	0.448412436097704	-0.381606382791464	0.112993030843676	1
X2909814	-22.8467105256867	1.11922642026611	-17.8476928847667	-7.65249718594058	1
X2909815	20.8165927101642	2.18677231842348	17.2255977507887	-4.1418365102124	1
X2909816	42.7018526091552	-0.242123364765149	45.7445925228542	-6.18591898178251	1
X2909817	-24.4061450078044	1.69953675152287	-24.3216488735557	-4.975575299878	1
X2909818	-3.06254502554158	0.53124116261881	-6.21880601389985	-5.80671468217429	1
X2909819	14.0242927955889	1.78563698209078	11.2052037082376	-4.75475598004428	1
X2909820	-0.853241910444701	0.629640406087487	-1.62151948879393	-5.5965894694129	1
X2909821	17.1253492515843	-0.00141770275331354	15.142916837877	-4.61843040868408	1
X2909822	5.33309871232893	2.92020874001372	-0.415981422044216	5.57402922261064	1
X2909823	28.0098924144877	2.27260619623709	30.4168182838539	-0.81005203322487	1
X2909824	2.12442302483068	1.08458173989815	-1.32035206949846	-0.954064439492775	1
X2909825	12.8024503425643	-1.39802626755226	11.3989415883903	-5.18931631905818	1
X2909826	4.49941517741519	1.23948874897334	3.41306398824812	-4.31318804426444	1
X2909827	-5.43813351853211	1.29802066207931	6.42867298706075	-5.98532409146824	1
X2909828	32.8404081478703	0.832114173381154	29.8652273856746	0.258323970151823	1
X2909829	23.7784971101623	2.58501535705436	19.9880305515547	-2.00539958732969	1
X2909830	13.4534576587506	0.328418531397456	18.7554295280113	-5.50948257243408	1
X2909831	9.47629879588118	1.12658007767963	32.0798503215232	-9.62678360803415	1
X2909832	2.1249868846294	3.05647291251282	-1.09776368592039	-7.08202633723871	1
X2909833	-32.2812456271828	1.20371448497992	-28.4512285850563	-6.74447068733469	1
X2909834	-26.9782954960125	3.27928904534401	-20.2131295927263	-3.07006224136151	1
X2909835	-21.5600843792762	0.658203731402186	-16.5424150319902	-4.78013622029779	1
X2909836	-24.1847269702313	0.162473623061108	-8.61047093869428	-6.03565306064119	1
X2909837	-22.3505037610575	2.31320943660182	-13.6602402140518	-4.95951422772848	1
X2909838	7.7718597254706	0.638741415663819	15.3796576711347	-0.493507736609999	1
X2909839	-3.12350293796984	3.71379139079951	4.12048251254681	-6.1283863614273	1
X2909840	-39.3822804967093	2.69795632643494	-26.6366699094649	-10.0826262066721	1
X2909841	-0.653769433461083	2.05982743812129	1.95509787486161	-2.03215006811043	1
X2909842	-16.3615473417882	1.87740384322828	-14.2166939277022	3.35048512796554	1
X2909843	-29.0249156382558	2.8890848093298	-31.4889243843478	-5.58237776424338	1
X2909844	9.70466176278903	0.443880836212403	10.1006946516584	-1.62776615136311	1
