<Trait>	Trait_1_H2_1	Trait_2_H2_1	Trait_3_H2_1	Trait_4_H2_1	Rep
X2909811	24.5161350694746	0.203071447625864	32.0624491962835	-7.74938557443474	1
X2909812	36.4113060983975	2.97793183514076	30.0993986677362	3.33397559552058	1
X2909813	3.67951767332345	0.431260957179117	2.41946921973573	0.828787496408608	1
X2909814	-25.5450268183053	0.203071447625864	-17.8789225248671	-7.86917574106401	1
X2909815	14.5866787019428	2.51388383268494	15.4188864748376	-3.34609160557969	1
X2909816	33.7281451506083	0.389904877224129	37.6124534352997	-4.27421316191557	1
X2909817	-19.8911159439836	0.596332005430949	-13.3509545777684	-7.13649337164618	1
X2909818	-7.50726595259174	0.801425645024993	-3.73302570076041	-4.57566589685636	1
X2909819	5.32972605215882	2.20563780599122	6.08473295544103	-2.96064470927343	1
X2909820	-7.74999724707344	0.497765770053206	-5.08288918195101	-3.16487383517564	1
X2909821	12.7156295772134	0.203071447625864	18.203925608608	-5.69136747902053	1
X2909822	3.74704008355084	2.71933971459438	-1.01310683527274	2.04080720422921	1
X2909823	25.982464760453	2.20563780599122	24.6539323029025	-0.877105348440594	1
X2909824	1.85607916422383	0.794425596155283	2.46579437745608	-1.40414080938755	1
X2909825	9.58661723523526	0.214362337313393	13.34232263878	-3.97006774085818	1
X2909826	2.65893478287921	0.827836622004175	6.30189706790974	-4.47079890703467	1
X2909827	2.03984697446485	0.801425645024993	8.50431487407913	-7.26589354463927	1
X2909828	28.9569992245367	1.25221384619167	27.2353895658923	0.469395812452839	1
X2909829	25.1886523617112	2.97793183514076	22.8268153135875	-0.616094787016976	1
X2909830	12.2515976007039	0.203071447625864	17.2136433181517	-5.16511716507364	1
X2909831	17.4175087556094	0.203071447625864	27.8001368655349	-10.5856995575514	1
X2909832	-6.90595206224348	2.93459698997945	-5.45565455739463	-4.38489449482829	1
X2909833	-29.7872899253501	-0.00797102754105317	-22.9554528811619	-6.82386601664695	1
X2909834	-21.7684153435777	3.06043512337321	-21.2640673100388	-3.56478315691219	1
X2909835	-17.9407471263065	0.403459397816685	-15.2314285491302	-3.11277797499295	1
X2909836	-18.6136825412667	-0.146979315313996	-12.4133089222488	-6.05339430370394	1
X2909837	-15.8040566470604	2.86841058045771	-15.0810290359286	-3.59143819158937	1
X2909838	9.67088819132858	0.348548797269139	11.9585807064005	-2.63624131234101	1
X2909839	4.56243063368796	3.69584415450821	6.70931184618148	-5.84272536700171	1
X2909840	-24.5580432806112	2.80624985041602	-17.8223513009512	-9.54194183007608	1
