<Trait>	Heritability_0.9_Rep_1
X2487388	12.5007708373908
X2467569	57.552510326347
X2454177	-13.43833747897
X2461562	-20.5079665477968
X2469150	-49.2375348392206
X2468774	1.0992778639169
X2403973	-78.4294106555342
X2450930	-1.47466691274009
X2451402	-30.5761003875979
X2468710	19.0586823003032
X2450841	24.0017736764561
X2460986	-35.7314212031241
X2487222	55.4217688114793
X2477353	-46.9215062267329
X2485669	-38.4110671856904
X2450913	17.3729802074403
X2453338	-25.888903996999
X2426395	-25.6457661267726
X2460894	-17.4642860648615
X2434772	51.8693890348975
X2458069	-52.0555737401697
X2481295	-82.6205659437069
X2457331	-4.71073469078126
X2486804	3.47255700952798
X2460961	-22.3327105877339
X2465247	-6.74929472526551
X2475425	-24.0334620263984
X2474267	-45.1013644467357
X2451468	11.4437596700724
X2465899	-58.6393753425499
X2487720	-38.1891437138866
X2405996	38.5010297123022
X2455983	78.7682101837278
X2433781	15.8635753912869
X2485781	-34.3330038644317
X2440027	33.3091296616786
X2424262	-21.7828703820433
X2460449	-82.0407345764419
X2395856	-11.1138420261843
X2387506	38.7395062670417
X2483250	-85.9490926492018
X2487559	4.71275580880592
X2437407	0.723146158191046
X2460593	-4.77528031945251
X2485040	-87.3975844091056
X2480965	-15.1304119344063
X2470560	-7.64324446818149
X2438415	-25.8371565373127
X2459289	-18.0724814444083
X2451782	-27.8223583104269
X2455224	0.560140724769449
X2468688	-28.0005217972549
X2488149	-6.45872378320195
X2454284	37.9111289726848
X2483942	0.920718522907357
X2487048	45.9663320463791
X2465514	8.61110964917587
X2468802	8.05431786074999
X2453324	19.9776704754248
X2483847	-49.8238710380708
X2469424	12.8158161539994
X2423522	35.3246338331474
X2453532	-50.0181395987946
X2470646	28.5974761129572
X2455554	-15.3483508072396
X2472517	-36.0761552695311
X2427375	6.69814293304624
X2486905	-67.1933481405215
X2463494	-6.60651403738979
X2486798	14.787665348786
X2458625	-28.9878965450655
X2463662	65.2606088714828
X2423909	-45.9942337818695
X2448913	21.707117877857
X2484813	-73.3972243350622
X2450313	25.1668449357616
X2458369	-32.6422461528866
X2453750	-58.9664158680016
X2474197	-61.4332767415989
X2461498	38.8560436341856
X2448991	5.90103049395736
X2461156	17.0465594873787
X2487128	20.9858837851072
X2465911	-33.9998158424393
X2456416	51.8847879364775
X2459290	-4.8662854432772
X2453617	-54.104041001999
X2469253	25.8331743820421
X2486422	8.65017394052471
X2486920	-23.4718139049118
X2488270	14.3055992638201
X2450798	-11.8267413929067
X2453118	-16.0091572794064
X2436589	40.5295909450519
X2462584	35.1396368938122
X2448019	23.9060956017864
X2451355	-1.36815084988616
X2442308	24.1667402069391
X2477469	6.00138032562846
X2419110	4.30888944170736
X2452257	-10.2055145238603
X2448958	39.4183859679553
X2455791	58.5848016048591
X2432513	26.7619111181733
X2465052	1.85339148549168
X2457277	-0.67483582275375
X2406431	53.9143726127562
X2463984	-23.0812308035628
X2451211	61.5238528397015
X2474142	-46.5926464918931
X2485160	11.5695354234688
X2442231	7.62109194883951
X2488176	-43.550538541148
X2438467	-34.7781362902752
X2434851	31.8069703047907
X2437376	25.6638613410579
X2435707	-13.7822121277464
X2468827	21.9737119683009
X2470497	6.58863285624403
X2470329	17.0378171548521
X2445573	-63.7861790795977
X2456487	21.2316572860284
X2449105	-8.84016499270403
X2380235	4.66591147245568
X2461509	-14.295447699352
X2467144	4.07534600801795
X2482517	7.1303226613913
X2486147	-11.6706066025101
X2487979	16.0974142619337
X2468878	-9.74068008033555
X2482296	2.0232462226119
X2469221	22.9059820241225
X2465887	-3.58450508524874
X2401605	-5.13481970953082
X2482585	43.4633220205692
X2451928	-20.9810531318413
X2465043	47.9448626202543
X2417787	-16.4118190335027
X2486563	22.0615151206943
X2454419	-5.8058410716819
X2486327	-60.9667764957725
X2463768	-28.095847602973
X2456541	-67.2331482663913
X2488148	-36.8673394345417
X2456339	51.7325425600448
X2461086	-36.3587212999419
X2451020	-18.0580956933017
X2487308	-22.4011408948029
X2389337	21.9991717890587
X2437351	35.6394380571034
X2450020	20.7233998957419
X2458864	-71.1808798266675
X2453303	-2.6886131559128
X2487204	-18.1879964051123
X2458618	-38.1581607433685
X2442027	63.5913072332589
X2470897	-27.1111396868045
X2465351	-90.3064152491092
X2477112	-31.9746873547446
X2463131	135.177493079786
X2463258	48.9514325320966
X2458728	42.0571370538644
X2421142	11.0632354482942
X2454010	45.9632986251669
X2454399	-19.2713190087509
X2449326	26.7924454437941
X2459994	-54.3084143749641
X2450885	63.5088286247199
X2435221	-37.0499555339761
X2467911	-24.8765324476017
X2486193	-16.1155274950258
X2455917	1.60685089628865
X2477222	39.9873081137835
X2456820	-34.1145334656118
X2383822	-68.2514772956732
X2451363	20.1148592271369
X2459251	-55.6363074446375
X2484837	-31.2013764484662
X2460468	-71.9309196463558
X2440434	-11.3479063005522
X2442726	38.6575182109715
X2477059	9.13191027796493
X2487489	-68.9562510197276
X2460914	-61.1045450608752
X2458921	-43.1302519616122
X2487142	-27.7933462713246
X2436970	4.31126961409337
X2467608	-44.1402112207763
X2459284	-8.87079885607102
X2469249	-8.51981937048248
X2385246	-40.4582012008763
X2452487	-6.04263345741233
X2436690	-47.1708419203321
X2385423	-8.58293544403877
X2474511	1.91020097934564
X2461054	-7.47557459279035
X2404104	48.3837166050369
X2464822	-30.2834573399823
X2477095	-25.8065678706134
X2467431	-37.4451630128401
X2473625	-40.8966657253866
