<Trait>	Heritability_0.9_Rep_1
X2487388	-45.1445570693237
X2467569	63.8761654819867
X2454177	9.38579178024776
X2461562	7.09582620724346
X2469150	-6.7595277470712
X2468774	-16.1277260059044
X2403973	-22.4043557921102
X2450930	20.8393096379834
X2451402	-7.15645007518665
X2468710	63.9986113928295
X2450841	-18.3611263231061
X2460986	-0.0273532054926928
X2487222	5.65372914587104
X2477353	24.7387185060304
X2485669	-58.8323090441245
X2450913	36.673580441154
X2453338	-44.1216683180476
X2426395	-18.6889660010761
X2460894	-30.6403850656453
X2434772	-8.83255543743836
X2458069	-29.5758313281278
X2481295	-5.0679158621655
X2457331	45.1888515993959
X2486804	2.09964675459691
X2460961	-58.1295995977872
X2465247	-94.1921136613131
X2475425	-103.714880871504
X2474267	51.8752142002871
X2451468	-11.2075168810048
X2465899	-5.78413297421987
X2487720	-168.355985637786
X2405996	35.1752059434159
X2455983	55.3468588600972
X2433781	-92.3009214846965
X2485781	-15.8838405029398
X2440027	70.2340930953431
X2424262	30.3644455599896
X2460449	12.4939920822301
X2395856	69.864196951851
X2387506	129.275016333721
X2483250	18.5169439271316
X2487559	-5.14668748718765
X2437407	31.6644654587923
X2460593	14.8420651209461
X2485040	24.592009660248
X2480965	-29.0534420339095
X2470560	-3.99667240007178
X2438415	-22.1121539328886
X2459289	46.3534002596818
X2451782	48.5845572250413
X2455224	46.9089375988945
X2468688	-40.3082975643219
X2488149	51.8097890619131
X2454284	-47.1632638609746
X2483942	-5.63890874400057
X2487048	-18.2566290730758
X2465514	-20.0806417896503
X2468802	79.0994109925662
X2453324	-5.81069324542808
X2483847	32.3838684756801
X2469424	5.30943425644883
X2423522	38.6587820381707
X2453532	-6.40075410296974
X2470646	8.45017555535587
X2455554	-69.2472910625752
X2472517	-20.5686952495361
X2427375	-24.7666949343227
X2486905	38.3178885344517
X2463494	-1.6022084472173
X2486798	-46.3672493095613
X2458625	-21.1282942870734
X2463662	-22.2715759855443
X2423909	-20.7030509640796
X2448913	-20.8808607404492
X2484813	-65.7018440549216
X2450313	-27.175936864726
X2458369	27.4524561079004
X2453750	23.385880247548
X2474197	-117.287111338879
X2461498	-61.5429570907406
X2448991	-11.1436223379874
X2461156	-16.76927129329
X2487128	42.0980623097386
X2465911	21.2825782591082
X2456416	62.1795501379586
X2459290	22.1214066753288
X2453617	-19.0279261725443
X2469253	-28.4385451838865
X2486422	-2.68623973400673
X2486920	12.0560321925114
X2488270	3.31782141195715
X2450798	-40.981049346137
X2453118	8.0391480861634
X2436589	-46.4102026610158
X2462584	-56.3469211183225
X2448019	6.62176162598846
X2451355	45.9877406246256
X2442308	34.0214356064454
X2477469	41.7884377118584
X2419110	-32.8123397205178
X2452257	-12.7530295495401
X2448958	13.3940745596886
X2455791	-23.3929829628284
X2432513	3.05665679487303
X2465052	-5.73082448442435
X2457277	31.1279043526716
X2406431	76.7627137987579
X2463984	-18.0193523835772
X2451211	53.1995163333982
X2474142	-29.2109868451688
X2485160	-3.91259597338305
X2442231	-55.1933306608733
