<Trait>	Heritability_0.9_Rep_1
X1	-7.21343986123398
X2	40.2726612777974
X3	46.6542070598183
X4	14.0237089710803
X5	-50.6404368621107
X6	49.0767184031866
X7	-114.329236393437
X8	57.0522313843823
X9	-29.4333251329972
X10	32.0889337046271
X11	8.44227999067513
X12	-32.0970135182694
X13	-49.801301817149
X14	-25.6253377288729
X15	26.9105540948342
X16	-74.1433369443162
X17	-103.679216354134
X18	-25.6604279137924
X19	-36.5426624115112
X20	-17.2446566489953
X21	-11.3210061391727
X22	-28.2388970803135
X23	38.8878907058441
X24	20.7303361436478
X25	-20.2066996516261
X26	-3.49420906488978
X27	91.9617916740847
X28	-29.185024311957
X29	29.0410055739152
X30	49.4876479205151
X31	-24.1081058608102
X32	-35.7124782962632
X33	-14.2145883840846
X34	43.3154139415902
X35	-57.639378356008
X36	17.7883612148394
X37	-34.5287686976549
X38	72.0434111696022
X39	-19.3254677967026
X40	-7.9140703310559
X41	10.8008777673418
X42	59.999354440736
X43	43.8152471397401
X44	29.4643585076094
X45	12.5240147850362
X46	-29.0394903502243
X47	82.5400273293207
X48	-40.2492803416321
X49	56.9479109122146
X50	15.9870655942802
X51	-61.9425427274724
X52	77.7512292704463
X53	56.9729544146577
X54	-62.9260168608723
X55	0.24472912601354
X56	-32.7559372442059
X57	-111.36714127822
X58	66.202602086525
X59	69.6108725018037
X60	12.1529975043917
X61	-18.1630954405182
X62	-30.8181707619714
X63	30.700880272959
X64	21.8854738035759
X65	-86.4902550934344
X66	15.4009097178081
X67	-77.3682084403545
X68	51.5387785543618
X69	21.9973810553413
X70	-5.39438496811693
X71	-68.6017790860664
X72	47.3287651828292
X73	32.6959901872744
X74	-38.4447425597607
X75	-29.0840399431837
X76	-5.69221765399828
X77	2.5087247661996
X78	46.5220856328568
X79	9.12614357058931
X80	-6.09995694327591
X81	13.1742110325432
X82	32.1953265968013
X83	-65.3374748357272
X84	90.1911537183836
X85	41.5235256625435
X86	78.77041363604
X87	-99.2656040871291
X88	-55.2882513652257
X89	30.3985631669258
X90	-92.1431070508291
X91	24.4726460674842
X92	64.9182100991931
X93	52.0715062323154
X94	-72.9625855988327
X95	-31.9434026679649
X96	-65.1213352352006
X97	79.3069646875967
X98	-54.1705510375976
X99	-33.6599878239675
X100	-46.9026316243494
X101	27.7559506396187
X102	80.231834926187
X103	-38.9988695490765
X104	25.5322084315005
X105	7.41565851152478
X106	-29.7842705141687
X107	28.4961129230082
X108	60.2674197314701
X109	-20.2617070330618
X110	-67.6605816343517
X111	90.3884108307297
X112	91.3300638864346
X113	6.93073091521445
X114	7.54139290525604
X115	-62.2170091737346
X116	128.711963309519
X117	6.1471695732956
X118	-2.42088095181442
X119	-135.812999583929
X120	55.3255856211007
X121	-60.6359379935788
X122	-72.407288693253
X123	14.6339985349403
X124	-29.0145763301084
X125	-26.1814093569062
X126	-51.4186812177486
X127	18.160860506877
X128	-49.3352178820314
X129	3.91483022204917
X130	75.5873879340886
X131	33.9428640346946
X132	1.69872879135698
X133	-26.1712937383976
X134	-6.29171858729591
X135	-47.0142261358108
X136	2.30983822418719
X137	22.8637085106712
X138	37.3350628731404
X139	93.5864922049115
X140	-59.2675463057598
X141	-3.42784516633246
X142	-3.73784873908406
X143	5.32884025650026
X144	-15.3846324837181
X145	57.1867764697054
X146	-29.1368747803745
X147	-54.3285376573599
X148	-98.0950183587202
X149	50.4900565832138
X150	25.4846928838738
X151	-24.4086530309092
X152	30.7247039082411
X153	-18.1799856704701
X154	42.367852336848
X155	-9.63447232790071
X156	-77.7840206456918
X157	48.8318651803423
X158	-103.158920568376
