<Trait>	Trait_1_H2_0.9	Trait_2_H2_0.9	Trait_3_H2_0.9	Trait_4_H2_0.9	Rep
X2919891	39.8706969245447	2.98598310661863	29.5824939477806	14.1426323980657	1
X2919892	-36.6459615672369	-2.06543603153533	-27.7885250353568	0.0347531096331735	1
X2919893	28.1331532752868	3.27661794640988	0.165475399961612	18.765374247336	1
X2919894	-22.8191513982108	0.811453891507117	-32.8206255115791	7.01221641310278	1
X2919895	5.14590689229454	1.57872643404762	-10.1172645940817	7.34854289164168	1
X2919896	3.25687707720793	-0.086617872022723	-18.8711411614714	19.3039633995152	1
X2919897	5.68153827085287	0.878120908561079	-8.30589489297912	7.62421101769451	1
X2919898	19.2992537671126	3.03893381804777	-1.42961159902783	7.36882042077112	1
X2919899	-7.41619073986593	-3.0231531257642	-9.75146861571888	-0.862069548063671	1
X2919900	18.1378747533321	2.72847470567564	0.341523754148936	8.50670623987431	1
X2919901	25.6171963346433	1.68015957712755	5.16281386617708	10.5833737267673	1
X2919902	10.8435570574031	0.905196756995253	2.47015933945279	10.7958145159619	1
X2919903	3.29286005027633	1.90470908577001	3.12721287354835	3.54652999274188	1
X2919904	-16.8101042397556	2.08932985654458	-28.3994023419412	4.98121228811632	1
X2919905	-3.39166268164754	-0.861689199176251	-16.6838288721064	4.92567656855259	1
X2919906	14.5357442378664	1.07955640740012	2.94190410028731	5.03518036988291	1
X2919907	17.6853964982271	3.67321334273701	13.1332467964449	9.08668130957871	1
X2919908	6.86709774188218	-0.124074865376757	4.1403090845725	1.04618392907177	1
X2919909	-9.34919665552419	1.52429260893044	-24.4466199119061	9.52281524120624	1
X2919910	-5.71175839791139	3.36611728340039	-19.4390218333415	10.633614956642	1
X2919911	-33.4683460993116	1.46825563842017	-20.5309875728621	2.68411845020318	1
X2919912	-14.2957993223919	1.2652948087817	-27.6163762918945	3.78200409076476	1
X2919913	61.7162655310326	0.764926086309063	58.8205038757452	-1.00815532937508	1
X2919914	34.0431526101985	-1.02969251188353	50.1616607629026	-6.67149795504766	1
X2919915	37.5359719553337	-1.00000398573502	49.1417132873043	-9.79481763250467	1
X2919916	-15.4035414147089	-0.954749061905185	5.49885142399023	-7.97863174270167	1
X2919917	2.95239461632306	-1.66999038054238	10.3714802775483	1.86267780831918	1
X2919918	3.7902013865303	0.94437702776894	-5.64897222458369	18.1114521493564	1
X2919919	7.8693199830591	-0.356390883962786	16.7868082744698	-3.0720576873092	1
X2919920	-22.0714985496037	-0.0359692672533482	-17.4353031195387	0.853172482858956	1
X2919921	1.6559342739343	-0.939480305048515	13.0576618668936	-6.32498227135866	1
X2919922	-7.91051450083781	0.0506482126756579	3.59508699868874	-2.49081421545305	1
X2919923	20.2429176413034	0.428684819017529	14.5534649840851	-1.66734181714297	1
X2919924	-7.29906408986071	0.817896627471346	-21.3316265758035	12.3934433061794	1
X2919925	-15.9491549073113	-2.11739466075975	-7.35201152747178	-5.77945288522714	1
X2919926	33.6194246572168	-1.86713752299015	43.9042812632171	2.21232007116355	1
X2919927	36.8494710166167	-1.00050767519757	62.970894520488	-6.45102951934806	1
X2919928	5.71139253741002	0.22684983096308	-5.54340971249983	-0.487744393787041	1
X2919929	35.709928629494	0.720000031274242	33.2900697897834	-1.29349766009888	1
X2919930	6.97007840138611	0.476676359328026	8.13631948626388	-0.540669013806281	1
X2919931	0.327876119286779	0.318225840432298	-7.44612648850105	5.06180242041383	1
X2919932	0.506950074935614	-0.715206050132469	11.495263734932	7.1197703712438	1
X2919933	13.867543263387	-1.03918759494045	13.999188236583	6.10426347098499	1
X2919934	5.85411577330689	0.428246520987394	-2.35149131464179	-3.18015355816218	1
X2919935	40.0257491428197	1.4236961086752	25.393865439941	9.06380536072915	1
X2919936	3.04825044479374	-0.0847003692719002	-1.67182299876078	1.04394304558163	1
X2919937	25.1599913003749	1.88540050375772	5.98423575498194	-1.84395224282567	1
X2919938	-9.12440042117167	1.00562343172131	-11.8457779850648	-0.841930862572244	1
X2919939	34.5810211248802	-2.81253477937332	41.7207619059078	-6.15594371930873	1
X2919940	12.2509294337901	-2.17939171646391	8.30314411402461	-5.12779047837327	1
X2919941	37.9188162276413	1.33664662337824	48.2010184542667	-5.93904861707165	1
X2919942	0.726554638755331	-1.64374399536048	2.70621543794567	-5.01140459344786	1
X2919943	-1.21610795012238	0.327691111295658	-5.76695201999847	1.88001764834982	1
X2919944	42.8044368684515	0.612843210114787	32.2377620652777	-10.3681453867657	1
X2919945	-0.604402123783334	0.273785388846413	2.40370762765738	3.50872979190127	1
X2919946	-4.52281153671525	0.573445131055604	-14.9702404013545	4.89411036673342	1
X2919947	-15.5265067914142	-2.92337387397892	-2.64713749500936	-12.0873894744512	1
X2919948	41.3882481889649	0.553180888061096	46.3953418025248	-4.39985434442164	1
X2919949	38.5017060536685	-3.87860448623133	29.3428458193244	-2.01937534278212	1
X2919950	3.94690261016255	-2.8235710201383	31.5045136436826	-6.77229166882796	1
X2919951	-21.4702978990249	0.459397713488777	-33.4183210101258	0.1766548228538	1
X2919952	30.1706968106539	0.359531575490056	27.5866141140367	-8.71946143686543	1
X2919953	-3.40112137205954	2.57494557910283	-12.8963812926841	7.21930272369285	1
X2919954	-0.346428528453298	-3.95281406221367	8.51758686514178	-4.32584377917629	1
X2919955	-4.4334145911283	-4.58677479455814	5.11682782390326	-8.63719520567076	1
X2919956	-22.898955127354	-1.27764559694126	-3.76414773177921	-4.41026387304608	1
X2919957	3.30953242373289	-2.06112746058226	3.87554788915642	-5.40148865086271	1
