<Trait>	Trait_1_H2_1	Trait_2_H2_1	Trait_3_H2_1	Trait_4_H2_1	Rep
X2919891	37.6677222242362	2.53497577006924	24.3343603244456	10.7983861297215	1
X2919892	-27.1369451866866	-1.76303403710628	-28.2315027115518	2.85759156197145	1
X2919893	26.7459666367127	3.26243025372397	3.85112996097091	19.6324064220179	1
X2919894	-26.0583497917456	0.0536110683789559	-32.8617174640315	6.74975660390694	1
X2919895	-2.33280399956563	1.84931287504158	-12.4945348286402	8.31241795403302	1
X2919896	-7.51562533968532	0.436195496359185	-29.571407691859	21.6195868558145	1
X2919897	11.1016126076899	-0.0344493707414224	6.1293418540143	5.00672012441696	1
X2919898	13.9635809529225	3.26243025372397	1.8411775008892	8.85997319830954	1
X2919899	-17.8535982094211	-2.67572870565372	-16.4889827219187	1.31111321815141	1
X2919900	9.85865305196131	2.61938808883045	-4.21294560234174	11.4522105654726	1
X2919901	20.3235408339017	1.84931287504158	9.19048842339198	9.28373953546838	1
X2919902	8.93957027259062	0.739038024194741	1.68446187353125	6.51607037486465	1
X2919903	0.859031066653387	1.84931287504158	-4.45559102546346	3.46530921707517	1
X2919904	-17.1322380846908	1.84931287504158	-23.4175918159142	4.43604085618182	1
X2919905	-7.25211501765858	0.472077651173961	-14.1267285833153	6.4025359144827	1
X2919906	12.3263364106143	0.739038024194741	6.74302992725291	4.84426845916658	1
X2919907	26.6623509294265	3.26243025372397	15.8643758602264	7.5355448154765	1
X2919908	2.20525287947242	0.2234313224906	0.679969154279185	1.30185240270259	1
X2919909	-7.6563733797847	1.84931287504158	-20.7113476484691	11.2056613936426	1
X2919910	-7.15453335351176	3.26243025372397	-21.4677037337313	11.0507401264955	1
X2919911	-23.935307065066	0.704329874456664	-26.1622334430718	1.52259650354921	1
X2919912	-25.1370053770137	1.164479121521	-33.3504879853948	7.04900348686013	1
X2919913	64.7101389049667	-0.237379415462162	66.0518441405591	-1.10432582013022	1
X2919914	40.2973621209369	-1.21072833991712	48.7788371833981	-7.27074672254409	1
X2919915	41.8808115308688	-1.21072833991712	50.8667089659697	-7.77516909518389	1
X2919916	-8.71577163250136	-1.21072833991712	0.495078178376453	-8.00012147096064	1
X2919917	10.811088214634	-1.21072833991712	8.50200670930301	3.51980984524794	1
X2919918	6.06989334581296	0.704329874456664	-10.1504244193265	15.5159878906829	1
X2919919	17.0959120420531	-0.371236826652096	20.1931892491842	-2.72604038047917	1
X2919920	-4.27571771133757	0.0536110683789559	-5.83742495004292	1.50809617032639	1
X2919921	2.44639279472238	-0.111778250613643	5.92595047060711	-3.36777942527109	1
X2919922	-6.78003305789766	-0.481308844604059	-1.34180975328114	-4.9569144600124	1
X2919923	22.0064580703433	0.312461905757786	22.2490723633085	-0.555076198722997	1
X2919924	-14.5174071384059	0.739038024194741	-22.6479946613397	7.39154949873909	1
X2919925	-12.7687714632926	-2.59527700107206	-6.89607835389693	-3.27741610832363	1
X2919926	31.4528114506217	-2.34842226515084	33.3701731116258	0.431060604146691	1
X2919927	40.5459228024534	-1.21072833991712	50.6642141567587	-8.90756301438815	1
X2919928	-2.10780778655825	-0.177006160881384	-0.412927005281716	-1.51787462039513	1
X2919929	32.991273308828	0.0536110683789559	34.6727711744504	-1.73510893400137	1
X2919930	6.55677650291707	-0.111778250613643	8.47985776525868	-1.81130301172812	1
X2919931	0.776675651389041	0.739038024194741	-4.58788227686802	4.62551990406234	1
X2919932	3.56983843351506	-1.3872064812412	1.31324730617092	3.64379760858519	1
X2919933	18.8252269512677	-1.21072833991712	13.7830898558713	6.25286543531376	1
X2919934	3.81734943890349	0.739038024194741	5.47457237012797	-2.39626095541906	1
X2919935	29.0453319580152	0.704329874456664	20.1152927817772	8.22570930178121	1
X2919936	2.46818133389391	0.704329874456664	3.36866518889284	-1.60481372945566	1
X2919937	21.6255737226871	0.704329874456664	18.0023995320363	2.91884431619402	1
X2919938	-13.754883359078	0.739038024194741	-13.9965857988524	-0.497335584420281	1
X2919939	27.3084381641783	-2.61003311069743	37.6577767987545	-7.7393055238788	1
X2919940	-1.36668231017151	-2.59527700107206	8.68011851388381	-7.45152382298316	1
X2919941	36.5473002873697	1.164479121521	44.6633102637654	-9.28048909791678	1
X2919942	-0.597079616734646	-1.76303403710628	3.89042226713871	-2.72446784676708	1
X2919943	-2.5562027850014	0.369469757907583	-5.33518284856331	2.40951030565449	1
X2919944	26.3296492078587	0.644732827937006	36.9914018959853	-11.3064855160639	1
X2919945	5.56490246233122	0.739038024194741	2.6094880771675	2.21637636096898	1
X2919946	1.22432145890574	0.472077651173961	-5.96986195528826	6.72210576302016	1
X2919947	-18.9936384677267	-3.37618338922177	-5.75259024943848	-9.86486482906644	1
X2919948	44.7739329295488	0.553496146881216	51.0267010193761	-6.80626423670864	1
X2919949	30.1946369395743	-3.71275500202672	37.421873360536	-3.5144814189351	1
X2919950	14.6844087993477	-2.61003311069743	23.2653307516482	-5.97088884160303	1
X2919951	-30.8165753050081	1.00232190329356	-33.8775645846048	2.05866737630308	1
X2919952	27.4991488024348	-0.364855514416049	34.9927474581972	-7.12874314134629	1
X2919953	-1.65044999807895	1.84931287504158	-10.0394517678602	6.53968889473959	1
X2919954	-3.36634547880142	-3.03545886918441	5.62640878941981	-5.95729539903676	1
X2919955	-8.204592850018	-4.88076754075845	4.66342476643764	-7.98725007569705	1
X2919956	-9.15856316478794	-0.905157572693656	-4.75260174992646	-3.50080384216779	1
X2919957	-6.92641608248889	-2.59527700107206	3.57598528343782	-7.90712436485466	1
X2919958	-14.8539457342493	1.00232190329356	-13.401039529597	-2.45522810794582	1
X2919959	2.52550707705589	-0.36854860412688	0.428722665400443	2.46533301578238	1
X2919960	-3.9855191078701	-0.169008351546822	-6.18498603581855	2.36847527949533	1
X2919961	-10.5425414176182	0.739038024194741	-16.4833581239251	5.20177868211221	1
X2919962	-2.18459907692622	-2.37111020157141	8.76028420240086	-8.5737730777556	1
X2919963	-13.3116048055486	-3.90536798224628	-3.41949769421542	-5.98673912908685	1
X2919964	-58.8223779308266	-2.6247892203228	-47.321463914765	-8.87612479573876	1
X2919965	6.25157105915416	-0.36854860412688	6.42203840008418	0.198081263196896	1
X2919966	-12.4762227874452	0.739038024194741	-14.2140334110644	0.998772599424562	1
X2919967	-4.92483373257534	1.58985429900312	-20.3331092233036	13.8184211917252	1
X2919968	2.86752603054926	-0.0344493707414224	0.211540611047241	2.69043479024347	1
X2919969	-13.3789595515634	1.84931287504158	-17.565754811434	2.33748238482902	1
X2919970	5.02024975438147	3.26243025372397	-12.3002394961075	14.0580589967649	1
X2919971	-14.3076197628265	-0.0344493707414224	-13.3655974596489	-0.907572932436112	1
X2919972	-9.44262224668582	0.475770740884792	-13.7306386006038	3.81224561303315	1
X2919973	17.8991143167984	1.12854764265097	3.07826215119706	13.6923045229505	1
X2919974	-3.47079419957313	3.90547241861749	-13.610042304572	6.23377568638138	1
X2919975	11.0434776689606	3.26243025372397	-8.1624351082576	15.9434825234939	1
X2919976	-15.9684187090106	0.472077651173961	-21.3064232590012	4.86592689881672	1
X2919977	-1.42147252706804	2.53497577006924	-10.4803921993663	6.52394390222892	1
X2919978	37.7102189132153	2.32072096380514	29.5613982301782	5.82809971923206	1
X2919979	31.4352765925592	1.23092253159444	25.733957840819	4.47039622014581	1
X2919980	-11.2715625416895	1.58985429900312	-15.3051968452013	2.44378000450861	1
X2919981	-0.499451654756143	0.704329874456664	7.83218839554697	-9.03596992475972	1
X2919982	34.7753167200682	-0.371236826652096	43.6046002331965	-8.45804668647627	1
X2919983	-7.37869893299018	-0.481308844604059	-4.26650031437271	-2.63088977401336	1
X2919984	13.5250459476824	-0.18462710597311	16.3985352270962	-2.68886217344084	1
X2919985	16.7580695986567	-1.21072833991712	24.6708348497096	-6.70203691113584	1
X2919986	-9.44187496552136	-0.371236826652096	-3.39412645917178	-5.67651167969741	1
X2919987	3.48656257472977	1.5125254191309	-2.30499784500465	4.27903500060353	1
X2919988	5.96371206532761	-0.582325825656443	3.35484022815484	3.19119766282917	1
X2919989	13.9616054502727	-0.371236826652096	16.5066869921368	-2.17384471521195	1
X2919990	6.4863671749912	0.739038024194741	7.71273264669923	-1.96540349590295	1
X2919991	-20.8023794837116	1.58985429900312	-26.8565981896675	4.46436440695284	1
X2919992	18.7291897800707	-0.364855514416049	29.052839511492	-9.95879421700528	1
X2919993	-0.466917359676259	-0.50509423784203	-3.99939436641414	4.03757124458002	1
X2919994	-1.86326792657324	0.739038024194741	-3.11450716280416	0.512201212036215	1
X2919995	41.8179410307646	-0.371236826652096	44.091660848411	-1.90248299099442	1
X2919996	2.74537739394454	-0.111778250613643	3.66081084832936	-0.803655203771298	1
X2919997	5.59631460237426	-0.0344493707414224	4.34456480678129	1.28619916633435	1
X2919998	28.9549280923265	-1.3872064812412	30.5692904095	-0.227155835932524	1
X2919999	20.1714165533676	-3.42751996503784	23.7913226026527	-0.192386084247205	1
X2920000	-37.4481007098362	0.739038024194741	-39.0633661165658	0.876227382534857	1
X2920001	-0.506530584203844	0.704329874456664	-4.6095449962022	3.39868453754172	1
X2920002	25.7819068719613	-0.486485006826965	31.4937917223052	-5.22539984351704	1
X2920003	-5.39477092626666	0.739038024194741	-7.22898884141166	1.09517989095025	1
X2920004	3.63784301687893	-0.111778250613643	0.217181769581373	3.53243949791117	1
X2920005	-16.5907062215506	0.704329874456664	-23.3708727112352	6.07583661522794	1
X2920006	-27.032355122322	0.739038024194741	-21.5842614168004	-6.18713172971626	1
X2920007	-9.94986682640451	0.739038024194741	-14.0366066128243	3.34770176222501	1
X2920008	25.4781116901718	-1.22540652609709	35.2040437201595	-8.50052550389049	1
X2920009	9.84509174641099	-0.0344493707414224	8.04615959849452	1.83338151865796	1
X2920010	5.20033261577724	0.638155396571705	-0.490116077652957	5.05229329685844	1
X2920011	22.4567027670461	-4.50985431528096	34.3343277046387	-7.36777062231173	1
X2920012	26.5962569030837	-2.75046780661138	33.7064092283083	-4.35968451861327	1
X2920013	2.95435110558228	-2.80884415244585	22.6264200033076	-16.8632247452797	1
X2920014	22.7747999884418	-2.31192932079422	30.8342499907475	-5.74752068151138	1
X2920015	55.2972818943003	-1.4777990001174	61.4025876955672	-4.62750680114937	1
X2920016	-31.0210719872428	-1.8438828321731	-31.418320895254	2.24113174018439	1
X2920017	20.1174462333888	-3.42751996503784	33.4382934038093	-9.89332720538283	1
X2920018	-2.40295127938396	-1.06689729744027	-3.22761331532731	1.89155933338367	1
X2920019	20.2477520516349	-1.4777990001174	24.367243500665	-2.64169244891276	1
X2920020	4.88524040014734	-2.14175456826079	13.7266081463007	-6.69961317789266	1
X2920021	10.7755803128896	-4.6363819238992	26.8952660084475	-11.4833037716589	1
X2920022	-16.5175445624322	-1.06689729744027	-16.2230932090337	0.772445944041809	1
X2920023	-21.3396148621791	-2.61003311069743	-19.6204329759761	0.890851224494419	1
X2920024	-9.3348709658362	0.704329874456664	-10.88187335227	0.842672511977152	1
X2920025	35.9470217334016	0.739038024194741	42.775631565462	-7.56764785625524	1
X2920026	9.00216812975035	0.704329874456664	11.6190604983397	-3.32122224304595	1
X2920027	9.88001826325984	-2.31192932079422	10.3964102745316	1.79553730952256	1
X2920028	25.4699858026633	-1.3872064812412	25.3482722541925	1.50892002971219	1
X2920029	44.2314215969982	-1.3872064812412	45.5140568968322	0.104571181407075	1
X2920030	-13.6895911175749	-1.06689729744027	-8.32600997795755	-4.29668384217703	1
X2920031	-3.00721966295149	-1.06689729744027	7.31603064558535	-9.25635301109649	1
X2920032	47.8942234447985	-1.47466498407573	50.2921451824491	-0.923256753575039	1
X2920033	9.19688837150959	0.436195496359185	19.6007162924519	-10.8400234173015	1
X2920034	-3.22544868610242	-2.52563424079209	2.73316753638478	-3.43298198169506	1
X2920035	-2.8121336056513	-2.59527700107206	9.34630682011437	-9.5631634246935	1
X2920036	-2.53104839716485	3.26243025372397	-7.46061883650277	1.66714018561382	1
X2920037	5.01053577550343	-2.10290921714967	9.04098305749211	-1.92753806483911	1
X2920038	36.1271660115379	-0.0168470228243587	41.3792645771432	-5.23525154278086	1
X2920039	-17.5868562561429	0.858987634201105	-21.0462726711163	2.60042878077229	1
X2920040	-5.32626877264332	-2.61003311069743	6.06049502967534	-8.77673069162117	1
X2920041	27.2869944845064	2.94833007001584	25.5481149183401	-1.20945050384943	1
X2920042	18.2052006148245	-4.88103022862133	24.7917359242385	-1.70550508079275	1
X2920043	-13.4848865433276	-3.51075950346481	-1.78416696255731	-8.18996007730544	1
X2920044	0.459440118678216	-2.59527700107206	12.3444861968525	-9.28976907710225	1
X2920045	30.4078188954424	0.472077651173961	25.1461489476046	4.78959229666381	1
X2920046	12.0716372591446	-0.00592605240539035	12.409487200568	-0.331923889018035	1
X2920047	-32.2623346687048	-1.58839977240403	-30.8993745039393	0.22543960763847	1
X2920048	-6.15158869494199	-2.59527700107206	3.06937391237117	-6.62568560624102	1
X2920049	5.04952424925119	0.475770740884792	3.97838067384676	0.595372834519524	1
X2920050	3.11535616939126	-0.371236826652096	5.67057655590233	-2.18398355985894	1
X2920051	5.21374633507006	0.644732827937006	3.17108198259729	1.3979315245358	1
X2920052	-2.72178737012578	0.739038024194741	-11.6189882744662	8.15816288014569	1
X2920053	10.2716372137064	-0.237379415462162	9.14149437721637	1.36752225195216	1
X2920054	32.5628040318045	-1.40025610720334	41.1696050802337	-7.20654494122604	1
X2920055	17.9512847966486	0.735969508992796	4.94756515140069	12.267750136255	1
X2920056	6.43115318307433	0.739038024194741	0.235848778943236	5.45626637993635	1
X2920057	-1.75809138663143	-0.371236826652096	4.19571501224067	-5.58256957221987	1
X2920058	34.4199675845147	-3.42751996503784	47.04873080992	-9.20124326036741	1
X2920059	33.6770470364383	-0.371236826652096	29.3042497758138	4.74403408727644	1
X2920060	16.6612384145555	-1.21072833991712	22.2177958596999	-4.34582910522745	1
X2920061	14.3432650632175	-0.0344493707414224	16.1075401003033	-1.72982566634444	1
X2920062	29.4913806340671	-0.364855514416049	36.6939439047266	-6.83770775624356	1
X2920063	-27.4626138944157	-0.111778250613643	-36.8384237528993	9.4875881090973	1
X2920064	-27.1296901538778	0.749008700279275	-28.3095885508452	0.430889696688263	1
X2920065	15.1818701403345	0.495695497264988	23.1029138289939	-8.41673918592444	1
X2920066	13.1623705631233	-0.50509423784203	14.6872523831111	-1.01978758214574	1
X2920067	21.0264568230755	0.858987634201105	25.6665713197151	-5.49910213084055	1
X2920068	31.2521593896746	0.755786538639526	31.6718877889695	-1.17551493793451	1
X2920069	10.3248471889553	1.84931287504158	7.68221230707201	0.793322006841825	1
X2920070	11.816357941494	-0.0344493707414224	15.7786069383517	-3.92779962611625	1
X2920071	19.2505403160598	1.164479121521	11.8228531462387	6.26320804830019	1
X2920072	19.306341541539	0.739038024194741	21.6912373159104	-3.12393379856642	1
X2920073	37.2458181295752	2.53497577006924	39.0102962025752	-4.29945384306938	1
X2920074	-15.8600115541253	1.58985429900312	-17.6075067153443	0.157640862215974	1
X2920075	2.92905956906114	-0.0344493707414224	5.17026323115868	-2.20675429135607	1
X2920076	-7.72777896346238	-0.0344493707414224	-6.86681078981314	-0.826518802907714	1
X2920077	30.0898862716393	1.58985429900312	29.9661349913026	-1.46610301866622	1
X2920078	5.00824818742224	0.369469757907583	10.5702517346267	-5.93147330511174	1
X2920079	38.6547790986128	0.739038024194741	34.6617907987066	3.25395027571141	1
X2920080	1.55533206682033	1.84931287504158	-3.1328013770062	2.838820568785	1
X2920081	26.0402071826677	-0.0344493707414224	30.0419789603957	-3.96732240698671	1
X2920082	-14.6307100885986	0.0536110683789559	-19.207238148148	4.52291699117048	1
X2920083	37.8448753364651	-0.0344493707414224	35.3162709658613	2.56305374134523	1
X2920084	24.8614540823607	-0.641786563521363	34.2612853106137	-8.75804466473164	1
X2920085	-16.0246013806105	-0.631815887436829	-10.7087420519016	-4.68404344127202	1
X2920086	-47.3847218757035	-0.091836898444575	-45.5308502636079	-1.76203471365104	1
X2920087	9.56003863109278	-1.22540652609709	14.6739774637519	-3.88853230656201	1
X2920088	-34.9371545119717	-2.6247892203228	-25.0166301795358	-7.29573511211307	1
X2920089	13.8456468348905	0.739038024194741	7.27774645142075	5.82886235927487	1
X2920090	9.17593797845203	-1.82395346724353	19.1209161164394	-8.12102467074404	1
X2920091	-2.86459782347885	0.0536110683789559	2.86251114815663	-5.78072004001436	1
X2920092	-37.6354363723768	0.739038024194741	-39.8457440738535	1.47126967728188	1
X2920093	-28.9471492253352	-0.36854860412688	-19.9942791617202	-8.58432145948803	1
X2920094	-6.28377635516011	0.153345150013793	-2.05734473101104	-4.37977677416281	1
X2920095	30.2478839303296	-0.358474202180003	37.7347180355711	-7.12835990306164	1
X2920096	4.48227457013292	-0.92788637568395	15.760959663558	-10.3507987177414	1
X2920097	15.0208889104846	1.84931287504158	14.2950111998071	-1.12343516436399	1
X2920098	17.8573158342685	0.436195496359185	18.9769289386247	-1.55580860071544	1
X2920099	-5.03896857480552	-1.22540652609709	-5.27519990610628	1.46163785739787	1
X2920100	55.3956755180611	0.739038024194741	57.3675141030989	-2.71087660923263	1
X2920101	0.627645387249864	0.739038024194741	-3.8646984501073	3.75330581316244	1
X2920102	19.0744157170213	1.58985429900312	10.0855643728931	7.39899704512517	1
X2920103	15.6895159878212	1.5125254191309	8.12961660141558	6.04737396727459	1
X2920104	31.9336761846914	0.436195496359185	13.6508903764528	17.8465903118794	1
X2920105	32.7626603560565	-0.111778250613643	34.6676335546495	-1.79319494797938	1
X2920106	6.71259651796129	-0.111778250613643	17.8316226466528	-11.007247878078	1
X2920107	-3.08640243691107	1.5125254191309	-10.3880817211219	5.78915386507999	1
X2920108	-17.3499769242291	1.5125254191309	-23.226714113797	4.36421177043717	1
X2920109	23.9125813460919	1.58985429900312	14.2399157001027	8.08281134698611	1
X2920110	11.9695043975501	0.436195496359185	10.9884183079979	0.544890593192899	1
X2920111	-2.12821280266897	-0.610133651233991	-3.30267605275318	1.78459690131818	1
