<Trait>	Trait_1_H2_1	Trait_2_H2_1	Trait_3_H2_1	Trait_4_H2_1	Rep
X2924371	-27.1907153187585	0.238058820625732	-30.6392446145231	3.21047047513886	1
X2924372	10.3224325459969	4.84465723922889	-0.928205359997255	6.40598066676514	1
X2924373	-9.42508760503845	-0.888949556086612	-1.34112918848096	-7.19500886047092	1
X2924374	19.1805915915228	-1.17017498099383	27.2624510032416	-6.91168443072481	1
X2924375	-0.442913797664147	-0.321558724481584	-9.7805941612935	9.65923908811097	1
X2924376	23.3706839960678	2.74587696551883	19.4940649021477	1.13074212840116	1
X2924377	-10.4318041192097	-1.5656972078944	-9.54968167638745	0.683574765072187	1
X2924378	-19.4672482656448	-2.8356921913363	-12.120724691465	-4.5108313828435	1
X2924379	-35.6116120747093	-3.39120147943942	-35.0846925054271	2.86428191015727	1
X2924380	16.6972344876112	0.835016485083919	4.30995514154368	11.5522628609836	1
X2924381	18.7364249828965	-2.38003658506683	17.1440150391306	3.97244652883273	1
X2924382	-27.9951905867242	-4.49562469422966	-19.5830786349453	-3.91648725754921	1
X2924383	3.44925570674491	-0.879470769482829	3.98763878413008	0.34108769209768	1
X2924384	-5.19302044257857	0.248417529483443	-13.1552229493835	7.7137849773215	1
X2924385	-2.90634573083669	-3.39120147943942	-5.0780212656449	5.56287701424761	1
X2924386	-0.571328837316536	1.71996946408154	2.02499100703713	-4.31628930843518	1
X2924387	6.28703025029284	0.835016485083919	-3.46811916521289	8.92013293042182	1
X2924388	3.75224669428555	-0.0269665355013462	2.60610989603744	1.17310333374946	1
X2924389	-6.90950773617183	-0.888949556086612	4.38500796065642	-10.4055661407417	1
X2924390	-10.9566988190314	4.14569868524086	-20.2803658254984	5.17796832122607	1
X2924391	39.9290401521709	1.33619299663507	36.5415652657807	2.05128188975502	1
X2924392	-17.480084733245	-1.92093386314127	-8.37844371098952	-7.18070715911421	1
X2924393	-8.74756106859603	0.238058820625732	-10.7865442843379	1.80092439511609	1
X2924394	33.2581542174957	-1.21046055264753	40.675910950449	-6.20729618030566	1
X2924395	19.3169442958816	2.19356921511715	15.8777457696557	1.24562931110872	1
X2924396	-17.9468069494724	-0.695298588150205	-10.3990830266108	-6.85242533471132	1
X2924397	40.6188739237816	1.69834185905773	38.3790574814477	0.541474583276162	1
X2924398	-31.8791386238607	-0.426860279578006	-29.2441983254021	-2.2080800188806	1
X2924399	5.2273148915989	5.57211172288362	-10.9255979525641	10.5808011212795	1
X2924400	10.58070423094	1.24586331664673	9.52228999798215	-0.187449083688902	1
X2924401	17.0053541357898	0.902977920829471	19.6910490719847	-3.58867285702431	1
X2924402	14.9648088119214	0.902977920829471	5.21210890902413	8.84972198206784	1
X2924403	26.8909690774159	-0.00224785163457647	26.6242677454511	0.26894918359935	1
X2924404	-8.38501297059678	3.56140448415554	-10.0371299719209	-1.90928748283145	1
X2924405	33.512669414243	-0.431405040229001	32.9623259959987	0.981748458473226	1
X2924406	1.66865100089371	-1.75544864249659	8.41971580097419	-4.99561615758389	1
X2924407	-2.43360270463347	0.238058820625732	-4.40445972593222	1.73279820067302	1
X2924408	36.0105013657409	3.03918945760581	17.9665152732152	15.0047966349199	1
X2924409	35.1488520699077	-4.43851444565208	40.3825116076164	-0.795145092056476	1
X2924410	2.79395218655933	0.239269548181646	2.31083306280338	0.243849575574313	1
X2924411	13.0272267437978	-1.05939426948082	6.17970024201218	7.90692077126638	1
X2924412	-18.2900802937827	0.20677225200998	-21.6114938130016	3.11464126720895	1
X2924413	-15.5930522772193	-3.18954065393048	-8.95067661226221	-3.45283501102658	1
X2924414	3.04400392055107	-1.92093386314127	15.4859723466499	-10.5210345629575	1
X2924415	7.72098436851537	-2.104390153944	8.49301547228764	1.33235905017172	1
X2924416	7.3819547175353	0.238058820625732	2.34862910703078	4.79526678987878	1
X2924417	49.6578554422323	2.77973775022247	42.8330451464196	4.04507254559029	1
X2924418	5.48592900690635	1.05562564206602	-0.258033329216905	4.68833669405725	1
X2924419	-18.0881980997292	-4.43851444565208	-14.6601987280449	1.0105150739677	1
X2924420	-0.32451082602981	-4.2784988976166	2.34710459510354	1.60688347648325	1
X2924421	-29.7704327832019	-1.21046055264753	-42.964220626504	14.4042483959496	1
X2924422	-27.874570180279	-3.39120147943942	-35.2907135941414	10.8073448933017	1
X2924423	-14.089887022412	-1.40307353286708	-10.4275055821022	-2.25930790744272	1
X2924424	4.73269459425854	-0.0269665355013462	-2.74129452914812	7.500955658908	1
X2924425	30.9976880481957	-1.21046055264753	19.3202279902776	12.8879206105657	1
X2924426	-15.2235667877279	-1.21046055264753	-18.125807840741	4.11270160566064	1
