<Trait>	Trait_1_H2_0.9	Trait_2_H2_0.9	Trait_3_H2_0.9	Trait_4_H2_0.9	Rep
X2923251	-12.378009345445	1.08584276228315	-11.8341462082347	4.47436096192835	1
X2923252	5.50508854683462	1.91903241766366	14.5422945425867	-7.3469288888843	1
X2923253	1.59375796275611	0.461019354015855	-1.33213168787636	-1.87503744101363	1
X2923254	-30.4884127616701	0.159048449369735	-32.9665035031154	1.43712168852542	1
X2923255	-5.49002161956889	3.88366164432158	-15.3079606584914	0.940588105410735	1
X2923256	-5.07262191632294	-1.37427419600431	-0.00891099478191837	-7.09387053139116	1
X2923257	14.7692107971139	5.07003665122493	6.07188737427151	1.62691933706086	1
X2923258	12.0875053727683	2.41095668893428	2.26640073919369	-0.390083194349924	1
X2923259	-1.56757419106994	-1.61702167407798	-2.07710593042416	-3.33286501943856	1
X2923260	2.98868863655182	2.50762251467838	-5.58464148672153	0.493012691512727	1
X2923261	1.10742174867268	-0.868401592283089	-0.661522744062788	-2.69778934469887	1
X2923262	-8.68592175970552	2.88343823262523	-11.5910968541755	3.86438868742956	1
X2923263	-0.478856369736909	3.84394155562024	-2.78447259422852	2.06436643189461	1
X2923264	-15.4378829717097	-0.930443448909299	-12.413600914822	-4.79225918831661	1
X2923265	-4.85843496159199	0.479658334585483	-13.1708616279661	-0.0260258592475924	1
X2923266	-4.90414799027094	3.12616957224567	-12.4629243381504	0.994965410522051	1
X2923267	-37.1185130171295	1.02830631264377	-31.4993045657096	-0.0419311537639999	1
X2923268	10.7592371978062	-1.12351617364516	13.0036609129069	-2.79309727841776	1
X2923269	13.7356890621754	-1.7386683165679	20.6942354089714	-8.76537276730359	1
X2923270	15.0014731831481	-1.12544874765412	20.5420207207454	-4.32887824867289	1
X2923271	9.60677070314912	3.44429931829117	22.7977425362095	-3.86738575585727	1
X2923272	27.4768681726854	2.79863436940865	25.2937685776581	-7.52157747265005	1
X2923273	-14.1768800927699	-0.526298339227473	-4.68874413575371	-10.2394204615623	1
X2923274	11.8078501742391	-1.701036068769	27.7037140547199	-8.01093632450901	1
